State,N,P,K,temperature,rainfall,ph,Crop,Yield
Odisha,114,87,88,26.508237937629882,187.35953347748983,7.72,Sugarcane,10.55
Odisha,76,49,140,27.665549657494235,146.77815488944606,5.81,Wheat,8.69
Karnataka,48,79,63,25.169382141531457,110.2108197073182,6.68,Maize,6.78
Odisha,68,53,35,21.009981676367506,133.19292677430127,5.73,Rice,7.46
Jharkhand,61,94,144,31.715952802618972,204.95943051412368,6.81,Cotton,10.54
Maharashtra,62,24,133,32.269464498282815,43.01426646735262,7.86,Cotton,5.76
Rajasthan,41,92,99,25.426888835792262,123.64679527185542,7.11,Rice,7.07
Karnataka,45,41,78,25.088860088352533,103.11722568890141,8.48,Maize,6.5
Haryana,118,54,65,16.013958650209304,117.02474076434586,6.5,Wheat,7.47
Punjab,21,81,86,15.576377199614555,112.24189627451727,7.14,Wheat,5.34
Maharashtra,105,31,132,30.427752573335795,66.5606327173922,6.44,Cotton,7.14
Meghalaya,100,83,94,25.12337243479096,128.93073727507894,6.29,Cotton,8.38
Sikkim,97,63,81,25.88069006272032,83.39471597468545,7.01,Sugarcane,7.03
Arunachal Pradesh,32,49,43,21.893092583475717,239.62255131242395,5.59,Sugarcane,10.02
Odisha,98,81,107,31.508749498866457,97.51136207144724,8.15,Sugarcane,8.04
Rajasthan,36,46,105,34.99354461579495,220.5128265342664,8.38,Rice,10.83
Odisha,35,62,51,25.782062645210182,190.15044337617763,7.82,Sugarcane,8.98
Goa,96,50,83,23.624185475859964,168.7655891429265,6.01,Maize,9.35
Uttarakhand,96,47,65,22.88918314600939,108.23049650791394,6.77,Rice,7.46
Maharashtra,74,62,106,32.04066237692695,104.2301893370746,8.42,Cotton,7.81
Jharkhand,53,63,57,31.753868769307733,236.78363658057054,6.23,Cotton,11.34
Manipur,62,56,35,24.084640574168795,136.16614554080817,6.47,Sugarcane,7.73
Jharkhand,20,40,52,20.008062415515706,58.85350823265294,7.21,Wheat,4.17
Uttarakhand,39,55,33,23.479731971715033,231.87156538884054,6.58,Rice,10.08
Rajasthan,91,67,98,21.129838706446975,127.94642003994564,6.89,Maize,7.77
Bihar,104,74,75,29.725911116014387,201.38999575119104,6.48,Sugarcane,11.09
Himachal Pradesh,24,88,56,21.8555818606076,129.32735392816625,6.1,Rice,6.55
Meghalaya,103,38,38,24.028485840013133,146.90371492940972,6.96,Cotton,8.87
Goa,84,37,115,33.20188951417992,132.08734636684602,6.74,Wheat,8.96
Maharashtra,92,20,138,29.668111955172893,55.45714190181289,6.11,Cotton,6.47
Jharkhand,56,44,124,22.352101008259257,191.91987713431115,7.88,Maize,9.11
Assam,24,95,113,32.69142483720445,271.8890064941073,7.07,Rice,11.91
Haryana,83,96,150,18.62905537729101,148.00091506735959,5.64,Wheat,7.96
Mizoram,32,64,129,20.161612936096482,83.98858944484324,7.26,Cotton,5.18
Odisha,52,79,127,20.27326673649233,101.21818467388144,5.64,Wheat,6.1
Chhattisgarh,62,57,97,21.413209248458294,104.96869015779524,7.65,Rice,6.53
Rajasthan,99,58,105,22.46121378775036,176.59216875555694,7.82,Rice,9.52
Madhya Pradesh,56,45,84,28.58963057523766,104.32798967941716,8.31,Maize,7.11
Nagaland,103,33,33,24.232152275085674,166.84383595230872,7.6,Sugarcane,9.49
Bihar,26,13,127,34.23626615229485,207.53270511544196,8.28,Maize,10.17
Kerala,110,11,34,29.698343855421683,226.8698406483842,5.91,Rice,11.98
Gujarat,35,35,15,37.14862345927127,117.42159764972808,8.5,Cotton,7.94
West Bengal,113,54,38,25.585538272164033,212.82141999094787,5.56,Rice,11.2
Karnataka,76,14,16,32.05745128135549,72.93277080018743,5.56,Maize,6.91
Jharkhand,21,64,92,28.366133036597276,229.7346886768507,8.24,Sugarcane,10.15
Maharashtra,119,93,103,31.39620677847134,77.38083816174503,8.27,Cotton,7.84
Tamil Nadu,103,12,34,26.062449351068082,176.52782283422889,5.78,Maize,9.96
Jharkhand,106,25,110,34.87357080955638,115.5967123447272,7.97,Sugarcane,9.08
Himachal Pradesh,56,16,110,26.448306609061433,63.321648171334786,7.5,Cotton,5.66
Telangana,62,93,91,33.49426685538204,129.98512024634738,7.38,Maize,8.49
Andhra Pradesh,24,29,57,31.117746635139966,174.61847552370057,7.47,Maize,8.83
Jharkhand,75,19,95,21.62297807391265,118.79328899983312,6.78,Wheat,7.23
Madhya Pradesh,23,49,10,34.05777589356608,89.3460773927651,5.91,Sugarcane,6.55
Madhya Pradesh,86,37,142,34.81122286116187,184.72838018176577,7.98,Maize,10.74
Assam,114,98,106,30.131951979410662,201.6363922872257,7.64,Rice,11.34
Bihar,49,12,100,20.950724611912136,165.84638686284563,7.06,Sugarcane,8.05
Tripura,103,85,98,27.679330874811914,96.56152461129852,6.19,Maize,7.72
Mizoram,95,24,16,33.17214581605435,242.60576474336278,6.98,Wheat,12.5
Andhra Pradesh,94,83,79,27.074880305271225,62.16445568168301,5.55,Cotton,6.45
Tamil Nadu,72,17,134,33.92419273613721,66.00780809795445,5.92,Maize,6.81
Andhra Pradesh,46,70,128,21.016153174037452,225.76507413201398,7.85,Wheat,9.79
Jharkhand,41,26,52,34.12279830692528,240.10063172841544,6.57,Sugarcane,11.44
Uttar Pradesh,59,25,36,24.79604169789944,148.58615717041408,7.93,Wheat,8.12
Odisha,97,58,14,31.92143027526418,166.24438330241878,6.05,Sugarcane,10.12
Assam,109,99,146,26.74710290637082,260.9410976699344,7.97,Rice,12.68
Andhra Pradesh,40,45,146,24.11431700981365,94.66780594529152,7.8,Maize,6.05
Himachal Pradesh,100,25,28,29.06908534982243,114.91352287916732,7.06,Maize,8.35
Nagaland,78,93,138,31.806865318472173,237.2856927637396,6.55,Maize,11.86
Bihar,27,38,145,21.842586231790207,195.58905654395116,6.19,Rice,8.59
Tamil Nadu,53,20,61,25.914929171748906,176.6406812127817,6.89,Maize,8.95
Maharashtra,59,33,26,34.50362928860693,55.95665891591641,6.62,Cotton,6.31
Rajasthan,61,89,50,30.387588750171673,67.69787561368494,6.39,Sugarcane,6.29
Manipur,91,82,122,33.12132607780773,65.25055096430981,6.71,Maize,7.09
Tripura,40,57,79,24.162521174472353,72.98599109416683,6.87,Maize,5.41
Haryana,29,82,18,24.504950086173395,92.36992218462481,8.29,Wheat,5.8
Haryana,68,10,57,21.89438392997421,101.5542528570484,6.65,Wheat,6.6
Rajasthan,79,42,120,25.88408392778065,168.6473198475585,8.3,Wheat,9.23
Haryana,90,39,82,19.36355442153193,52.055861088956725,7.67,Wheat,5.3
Nagaland,55,21,138,27.116929302221273,125.10998221933791,5.69,Cotton,7.56
Uttar Pradesh,35,14,112,17.577000642789354,60.930312780964314,5.67,Wheat,4.29
Arunachal Pradesh,42,97,39,27.57609711688574,233.9450942550792,6.14,Wheat,10.62
Manipur,51,43,128,21.947657105587826,109.8287789530982,6.65,Wheat,6.51
Kerala,89,87,91,34.313720643445166,300.0976852272734,6.14,Rice,14.21
Andhra Pradesh,49,39,31,21.589691273109366,179.3915292951759,5.83,Cotton,8.52
Bihar,57,36,147,30.87969959523698,95.6878717940949,7.1,Rice,7.1
Meghalaya,83,39,87,27.924043469597684,153.07673185667818,6.12,Sugarcane,9.04
Telangana,34,61,127,28.36128132361035,66.49201745965212,6.44,Maize,5.51
Gujarat,30,95,28,27.169359559648647,113.43682832968932,7.13,Cotton,6.72
Haryana,20,70,25,18.45013399964662,109.57569751346868,5.99,Wheat,5.53
Jharkhand,60,55,115,23.969493544802575,237.15129815695823,7.51,Rice,10.71
Arunachal Pradesh,60,77,149,21.593907395228495,202.531851966625,7.79,Sugarcane,9.44
Uttarakhand,114,52,47,25.072127050490735,82.16978617791708,6.6,Wheat,7.25
Rajasthan,91,63,92,29.148794998604867,94.55227315411479,6.81,Maize,7.57
Tripura,109,34,72,21.82177559372658,136.8522202909815,5.57,Sugarcane,8.47
Tamil Nadu,21,92,86,29.3995636590557,85.39351136684022,5.97,Maize,5.92
Tripura,100,75,100,25.811825663714295,141.93465136428804,6.16,Maize,8.84
Uttar Pradesh,31,24,114,20.840696086376447,121.28767423582974,6.42,Wheat,6.34
Odisha,20,59,44,33.83696395418951,226.81429198840183,6.72,Cotton,10.59
Tamil Nadu,41,92,120,25.169712684939068,181.3727944325486,7.2,Maize,8.78
West Bengal,120,75,35,26.222847053426758,273.2402039530367,8.03,Rice,13.22
Punjab,77,86,73,28.1995792467893,124.95647215782233,7.13,Wheat,8.11
Jharkhand,22,98,104,34.8884375535248,190.22058658986276,5.55,Maize,9.64
Telangana,20,77,143,29.115648744470487,64.63223413585479,7.02,Maize,5.25
Madhya Pradesh,61,13,47,22.593541798285962,69.33786677093883,7.04,Maize,5.56
Manipur,33,37,138,31.046394437532467,141.47488031808658,7.87,Maize,8.01
Punjab,101,82,112,25.986769849246297,135.2013952961691,6.94,Wheat,8.67
Maharashtra,52,91,63,33.560619811793046,31.571567884581878,6.68,Cotton,5.34
Meghalaya,77,34,23,21.995376035450168,89.17133360735855,5.7,Maize,6.41
Haryana,54,43,128,15.724181508911531,128.96105645792233,7.62,Wheat,6.52
West Bengal,66,93,133,25.142250563249448,213.7470062382274,7.29,Rice,10.25
Uttarakhand,43,83,120,33.35678590357649,57.02258790000763,6.65,Rice,5.91
Tripura,27,74,58,26.982695675530024,119.58117717284136,6.03,Wheat,6.83
Maharashtra,38,96,82,35.00702112038133,54.78759680556068,7.48,Cotton,5.9
Andhra Pradesh,88,37,115,33.12531586853316,126.14676660754343,5.56,Maize,8.86
Bihar,52,35,146,28.268415591161745,148.79318400968947,6.28,Wheat,8.33
Punjab,94,52,53,18.460158772412537,61.43261220178942,8.42,Wheat,5.57
Arunachal Pradesh,26,53,54,24.385449285117573,182.55830832549984,7.53,Rice,8.44
Uttarakhand,43,88,55,22.31298754846128,107.88884503113267,6.19,Cotton,6.33
Telangana,45,78,121,34.332996771830025,65.99289353963292,7.59,Maize,6.31
Maharashtra,105,23,66,36.728563110403414,103.07568683114941,6.13,Cotton,8.87
Uttar Pradesh,92,14,149,26.652162137715017,120.29930339216672,8.11,Wheat,8.11
Goa,41,73,95,33.645060777220564,196.9594192863912,6.05,Rice,10.09
Rajasthan,114,23,63,21.645662954280326,95.89507275167009,5.96,Wheat,7.32
Gujarat,52,52,96,35.59601611225965,65.840589597654,5.77,Cotton,6.57
Uttarakhand,74,63,97,29.045572801754624,166.4979496801331,6.38,Wheat,9.38
Sikkim,110,35,119,34.271646694555244,110.27811785301563,5.51,Rice,8.94
Telangana,114,75,59,30.424621124631408,190.7691157966547,7.94,Maize,11.05
Odisha,70,57,26,30.185465585135603,204.17208116895767,7.91,Rice,10.54
Mizoram,74,18,23,29.123060682184743,195.39161730078024,8.18,Cotton,10.25
Madhya Pradesh,93,23,132,21.750238173820122,142.19329932873893,5.51,Rice,8.3
Haryana,29,14,49,25.551085559030888,77.55572323197023,5.52,Wheat,5.46
Andhra Pradesh,79,20,93,25.957649531267712,84.35962751260712,6.07,Rice,6.71
Uttarakhand,44,90,49,28.611890897389475,212.1868746307683,6.41,Cotton,10.11
Andhra Pradesh,55,81,89,34.651272269712436,177.2422074716015,6.16,Cotton,9.88
Madhya Pradesh,27,81,61,27.578247313415368,125.7353742082892,7.32,Maize,7.07
Meghalaya,67,86,47,24.949246017280792,53.35909414453721,8.49,Maize,5.44
Manipur,119,97,106,28.029027872157624,71.66976986700419,6.7,Cotton,7.33
Arunachal Pradesh,28,59,138,28.413105255631233,222.09791912819466,8.03,Rice,10.06
Bihar,107,88,77,23.00888038787816,181.81499016990702,8.49,Sugarcane,9.9
Bihar,58,50,150,27.96121797782341,191.67562376703512,7.27,Rice,9.71
Meghalaya,68,66,117,30.580114575332352,91.8030526247997,6.81,Maize,7.17
Telangana,79,96,96,29.344487744339354,91.97774560647625,5.69,Maize,7.27
Assam,53,76,147,25.97770628172817,230.16218885782072,6.17,Rice,10.56
Uttar Pradesh,49,77,53,18.158645083751203,102.94411879105388,7.32,Wheat,5.88
Mizoram,116,74,94,21.8295994678535,188.56566927484033,7.1,Rice,10.16
Haryana,64,44,99,20.200926632792935,140.09510712341643,7.16,Wheat,7.5
Andhra Pradesh,52,24,138,20.195289583614286,89.21648390739327,6.3,Maize,5.74
Haryana,71,63,53,23.417078061857595,92.82821485742213,8.41,Wheat,6.55
Andhra Pradesh,60,65,85,29.142989167196895,210.20304313461307,6.21,Sugarcane,10.42
Tamil Nadu,86,77,93,32.83536135657472,58.45163722902814,5.9,Maize,6.76
Odisha,62,37,137,23.312621656554494,134.40664555178932,8.42,Maize,7.6
Tamil Nadu,36,48,12,25.901091727292084,54.86852273708578,7.22,Maize,4.96
Odisha,55,26,90,21.27911708524085,183.90978578032212,7.32,Cotton,8.75
Manipur,101,91,99,20.230341654888353,170.6261556879224,5.83,Maize,9.16
Bihar,77,71,27,27.886607868966752,84.44334211889408,8.07,Wheat,6.86
Chhattisgarh,27,49,99,32.02301841571536,159.333889134319,7.06,Cotton,8.52
Assam,27,58,38,26.23098925292914,277.97087767691994,7.18,Rice,11.5
Meghalaya,28,97,120,31.596173884122983,176.98852590004856,6.78,Sugarcane,9.03
Haryana,37,89,58,19.75915287997908,61.230926997140344,5.53,Wheat,4.55
Rajasthan,30,24,128,27.707172221185612,148.43550283025888,7.58,Cotton,7.82
Karnataka,26,15,129,30.89776784848297,121.07387084600458,8.14,Maize,7.24
Himachal Pradesh,118,59,60,24.634972696713746,170.62104617635578,6.8,Maize,9.94
Nagaland,68,89,114,23.930978802357334,96.60284823833032,6.9,Rice,6.65
Telangana,70,67,142,33.276134695754905,102.57068177702635,6.84,Maize,7.8
Rajasthan,80,62,98,28.599211266636736,164.59785929479,5.9,Cotton,9.4
Himachal Pradesh,26,73,103,22.736842301278827,199.23879523340423,8.44,Maize,8.77
Rajasthan,58,12,85,22.30116599521556,84.81022892664299,6.44,Rice,5.93
Maharashtra,117,39,29,30.446541416523054,54.663263688649735,6.55,Cotton,7.02
Chhattisgarh,45,48,148,20.738090088006853,139.68457823513808,6.94,Wheat,7.16
Tamil Nadu,68,74,24,34.23141370572997,69.83530836573583,8.32,Maize,6.88
Manipur,82,26,76,30.566663847500607,92.20257191038371,7.81,Wheat,7.46
Manipur,51,73,120,27.936803354851662,180.26217745119612,7.28,Wheat,9.22
Telangana,64,84,125,33.673395643248796,118.41599104157969,8.23,Maize,8.2
Tripura,28,83,52,30.562637401154923,52.48092921933512,5.75,Sugarcane,5.19
Assam,64,15,87,25.475451228464074,276.85220118698714,6.8,Rice,12.13
Meghalaya,86,59,21,21.272720631310104,187.34077006476798,7.08,Wheat,9.47
Arunachal Pradesh,48,55,14,20.828310675524644,223.96442703817897,8.21,Rice,9.76
Telangana,22,76,16,27.757896911127972,155.78755612526834,7.81,Maize,7.89
Uttarakhand,113,90,106,28.822884298378533,115.65981088529588,5.9,Rice,8.61
Gujarat,78,83,90,26.151393467969495,70.00702327636998,8.25,Cotton,6.28
Uttarakhand,108,41,38,30.50357522402328,114.96286574796963,6.52,Wheat,8.66
Himachal Pradesh,58,83,27,33.47561997968389,179.96533366826878,6.48,Wheat,9.91
Nagaland,103,20,53,34.15411798094155,131.58457554636178,6.82,Cotton,9.42
Uttarakhand,20,18,103,26.095381615489792,199.4326861858345,5.7,Cotton,8.99
Tamil Nadu,27,29,81,33.43232636550118,149.602780021714,5.52,Maize,8.37
Punjab,73,88,54,25.943572035836254,141.07367750013083,8.19,Wheat,8.29
Uttarakhand,95,98,54,30.191374340075356,215.0539526162579,6.2,Cotton,11.37
Haryana,65,94,13,20.930449252847932,137.9041401384368,6.6,Wheat,7.53
Andhra Pradesh,102,84,133,30.069606650450446,159.73182534746059,8.15,Cotton,9.84
Manipur,67,16,32,20.466262172591783,203.18000906562767,8.32,Wheat,9.48
Nagaland,115,48,86,32.42685904778881,195.91149609165296,6.62,Rice,11.42
Telangana,116,68,124,28.959847835517042,161.04218435717004,6.92,Maize,10.05
Telangana,40,100,87,31.35514270851155,168.2225590928233,6.64,Maize,8.98
Nagaland,28,96,52,34.58420477640984,195.8848096527799,5.64,Sugarcane,9.89
Tripura,97,81,125,27.463889551035997,87.04718763720146,6.52,Maize,7.3
Maharashtra,55,85,52,37.277495034864955,55.484469182359646,5.67,Cotton,6.49
Haryana,69,56,28,19.575914651552882,81.48469005583368,6.31,Wheat,5.78
Uttar Pradesh,39,18,13,18.864670121927087,116.93398133346194,6.39,Wheat,6.17
West Bengal,65,89,52,31.2496750418353,209.55576054142233,7.19,Rice,10.71
Goa,73,48,150,25.93926572813194,74.85181980931603,7.66,Cotton,6.3
Meghalaya,55,94,111,21.033956631946303,132.8869536707016,7.53,Wheat,7.19
Madhya Pradesh,103,54,85,24.486237674849075,188.66559238304913,7.96,Maize,10.17
Gujarat,34,58,147,26.717425303434172,109.96015980685472,8.05,Cotton,6.65
West Bengal,120,44,71,33.13450836363202,219.35397824562125,8.4,Rice,12.29
Assam,100,61,68,31.673970343385143,257.1800730204927,6.26,Rice,12.88
Chhattisgarh,32,40,38,30.796940433083712,143.00651769072866,6.85,Rice,8.01
Mizoram,41,55,150,31.216734319026358,226.97751243728575,6.19,Sugarcane,10.75
Nagaland,63,31,105,33.88379648221647,209.40676094352116,5.51,Cotton,10.93
Uttarakhand,71,49,145,27.15915668594691,182.7576855857413,6.13,Wheat,9.62
Haryana,75,32,137,24.169471248881102,59.29871339753056,7.69,Wheat,5.7
Gujarat,56,96,116,25.266831025814948,102.92342880915184,8.33,Cotton,6.73
Mizoram,52,52,44,29.06219229195368,152.63830878717425,6.38,Rice,8.53
Uttarakhand,65,92,90,27.589744385255997,62.8590618115952,5.68,Rice,5.94
Meghalaya,30,22,92,27.00325004418528,150.92725995214988,7.59,Rice,7.83
Himachal Pradesh,110,57,51,26.482190661991034,105.8187913201879,8.03,Sugarcane,8.02
Meghalaya,73,99,57,32.04850132039225,50.69858345709872,7.09,Maize,6.19
Andhra Pradesh,23,13,32,24.08993292960324,199.37491918521698,7.2,Rice,8.85
Bihar,90,61,51,20.615096495836674,191.032668772438,7.4,Wheat,9.59
West Bengal,46,47,142,26.317933083867434,293.4395281966872,7.79,Rice,12.35
Karnataka,52,22,88,26.19000376079936,188.0019507557756,7.0,Maize,9.3
Tripura,54,53,93,25.858913152048643,208.48083038431716,7.34,Rice,9.92
Arunachal Pradesh,90,89,64,31.97867359055999,132.87362147766999,8.03,Maize,8.98
Jharkhand,99,11,37,29.142434821155515,236.59335633125914,5.54,Rice,11.99
Meghalaya,22,89,62,24.249056881379694,184.158892458099,7.43,Maize,8.39
Telangana,45,90,79,31.79402625285499,153.2722306728532,8.12,Maize,8.68
Nagaland,31,74,71,32.64449134607981,153.50254050528034,7.85,Maize,8.49
Telangana,49,11,49,29.829834850020113,135.83983216543123,5.87,Maize,8.04
West Bengal,72,75,145,26.15678265758955,327.06683110855397,6.25,Rice,13.87
Odisha,71,23,43,23.316065054702513,120.61670948076464,6.48,Cotton,7.37
Karnataka,31,68,125,33.11571666324096,134.90735817013086,7.52,Maize,7.98
Rajasthan,56,35,98,31.502802337628864,175.36816719714744,5.82,Cotton,9.53
Rajasthan,63,97,30,21.089235393283793,236.88194133114516,7.23,Wheat,10.48
Chhattisgarh,84,22,55,32.31892927612398,174.153069864829,7.26,Rice,10.14
Punjab,84,49,121,26.105565300546097,86.82234645333992,5.96,Wheat,6.9
Gujarat,99,95,20,36.54866993932865,31.718482024056453,5.89,Cotton,6.59
Arunachal Pradesh,31,37,18,31.07381913754729,225.23114671590417,6.03,Sugarcane,10.48
Madhya Pradesh,41,66,20,27.51744307887894,199.06305008408043,5.53,Maize,9.54
Sikkim,43,35,143,27.495114424068152,172.66575924801506,6.51,Sugarcane,8.79
Sikkim,80,24,96,32.12346633755449,242.60755701799243,7.48,Rice,12.09
Nagaland,102,94,46,30.241910742069173,107.4929145418682,5.72,Cotton,8.29
Karnataka,97,63,41,34.995787324718435,124.95492721016416,7.61,Maize,9.19
Tamil Nadu,47,87,134,34.881838925176226,55.973914148745145,7.95,Maize,6.11
Manipur,85,59,128,29.660019120340287,139.44562943474006,8.07,Sugarcane,8.85
Rajasthan,51,72,10,20.783551096183935,151.28661150963535,7.11,Rice,7.64
Punjab,112,83,94,22.844666679102836,72.9931522830908,5.8,Wheat,6.71
Nagaland,71,60,121,26.151063607622163,95.71667876128421,5.93,Rice,6.91
Sikkim,21,97,112,32.33530988159733,147.33896158146496,7.59,Cotton,8.07
Telangana,116,99,149,25.002977724591112,103.91984125406822,8.08,Maize,7.94
Kerala,116,90,143,33.82353436320045,319.5582717574772,6.43,Rice,15.29
Manipur,50,86,146,21.371091604934236,130.04772023253673,6.1,Maize,7.04
Telangana,52,11,132,27.5443804610274,106.64197507341976,7.65,Maize,6.99
Tripura,100,52,126,33.25389361183937,242.72712895946967,6.93,Sugarcane,12.61
Arunachal Pradesh,33,68,136,34.72605808374055,121.57289706763825,8.02,Wheat,7.78
Arunachal Pradesh,95,46,150,28.415254456830045,67.411906817525,7.38,Sugarcane,6.76
Nagaland,37,62,131,34.96131163541714,53.44037764784579,8.26,Cotton,5.84
Tamil Nadu,69,37,120,27.223067633390457,62.74216816784041,7.39,Maize,5.98
Manipur,68,24,112,26.528582906772293,228.08829066051464,8.43,Cotton,10.86
Andhra Pradesh,52,99,146,27.339754378124468,90.45943518743486,6.15,Cotton,6.49
Arunachal Pradesh,101,29,91,32.80410717804672,78.2248251706288,6.16,Sugarcane,7.65
Telangana,104,15,75,30.83907581438669,63.304199683194426,5.51,Maize,7.06
Kerala,62,52,51,31.49963862778767,300.34160145070666,8.3,Rice,13.4
Sikkim,32,84,107,26.44178213730405,146.14741230092966,6.13,Maize,7.67
Tripura,119,71,105,23.15788945762125,109.21128704937466,8.29,Rice,7.97
Gujarat,113,31,146,33.6612346406954,96.11760325902729,6.15,Cotton,8.51
Meghalaya,55,65,117,25.095359283914874,144.48164741202584,5.65,Cotton,7.94
Karnataka,109,83,79,27.12769340245819,84.05514027007166,6.92,Maize,7.41
Goa,53,46,55,24.516670668406956,108.88951323155865,7.22,Cotton,6.78
Tamil Nadu,111,14,41,25.348111641771524,125.09746675975963,5.65,Maize,8.51
Arunachal Pradesh,113,72,125,26.735412922224455,196.66303435889202,5.51,Maize,10.83
Kerala,47,97,144,32.04020564790117,244.02217192141416,6.27,Rice,11.46
Himachal Pradesh,107,81,60,28.900758034193743,54.408545415585195,5.81,Maize,6.66
Manipur,112,39,97,23.397798280119208,88.88589265096792,6.16,Wheat,7.25
Assam,103,91,61,26.007836116481144,293.89330977950675,7.33,Rice,13.48
Nagaland,88,95,91,23.649612165372552,112.1590760196121,8.37,Rice,7.49
Himachal Pradesh,93,36,61,20.04197425122692,147.37915529114656,7.65,Maize,8.29
Mizoram,51,89,25,25.284468331207997,197.49494127480853,7.9,Cotton,9.47
Nagaland,91,21,117,21.875008210276185,222.60142611866362,5.6,Cotton,10.69
West Bengal,70,56,104,25.818818174793794,284.65385306152734,7.68,Rice,12.52
Telangana,23,86,115,32.203340241386606,183.67755033798377,5.81,Maize,9.19
Goa,113,90,43,33.85136617641274,92.03227425622013,6.5,Sugarcane,8.41
Chhattisgarh,37,91,60,28.470201153814983,229.19524908837363,6.49,Maize,10.46
Rajasthan,20,74,55,28.095957237993233,170.84512588577735,5.95,Rice,8.33
Goa,76,15,115,20.48332826017554,157.7789683427898,6.3,Wheat,8.3
Andhra Pradesh,53,89,115,26.338823169085707,190.97122830003948,5.9,Sugarcane,9.42
Haryana,109,30,48,18.318513319198825,57.79856184160774,8.09,Wheat,5.75
Haryana,83,69,106,18.198899711061056,79.32683477204174,7.94,Wheat,5.86
Punjab,42,68,90,27.420742481997642,84.49688015399401,5.64,Wheat,6.12
Gujarat,115,82,14,31.882236235103516,118.73455288467284,8.32,Cotton,9.05
Manipur,105,47,26,25.09493757003714,185.14987743274955,8.09,Sugarcane,10.16
Telangana,62,95,57,26.83328205875813,61.580843082625385,6.5,Maize,5.77
Mizoram,40,39,88,23.13724282941064,114.61487194992075,6.42,Sugarcane,6.55
Goa,88,93,146,34.920299594163836,179.31085959626785,6.62,Cotton,10.63
Madhya Pradesh,66,85,100,31.861452795096334,152.13859311077948,6.24,Maize,9.07
Odisha,103,97,98,33.06418882676254,100.98686108266246,8.07,Maize,8.4
Maharashtra,57,21,117,36.33052530701235,55.9485141765947,6.53,Cotton,6.45
West Bengal,79,84,90,26.795179588408693,280.23864044736223,8.18,Rice,12.67
Himachal Pradesh,113,53,75,22.6550071072359,198.39834059626475,6.6,Maize,10.48
Telangana,37,61,84,31.15362032765254,136.60970279916705,7.55,Maize,7.95
Sikkim,106,47,102,29.58300387082346,97.44281433612716,7.73,Cotton,8.0
Maharashtra,64,86,145,34.34902041762166,64.39488499882691,6.42,Cotton,6.65
Tripura,109,46,141,22.164456324836298,240.00387126706133,6.23,Wheat,11.6
Meghalaya,25,43,105,30.315667849914213,225.5213850682636,8.23,Cotton,10.3
Punjab,83,97,39,19.449812320417458,85.59601180885153,8.25,Wheat,6.17
Arunachal Pradesh,72,58,62,33.18543216011618,65.40213227001004,5.98,Maize,6.72
Haryana,84,95,108,27.6082386689798,56.59606573192205,7.6,Wheat,6.14
Haryana,65,38,59,22.968786536331272,143.01936343553587,8.47,Wheat,7.89
Madhya Pradesh,61,82,68,26.34167166032656,150.1363438939484,6.77,Cotton,8.36
Telangana,37,43,145,29.84064210325466,158.86737348493853,6.92,Maize,8.49
Madhya Pradesh,80,11,87,34.70092889279553,129.47429047442407,6.9,Wheat,8.95
Assam,24,21,98,32.194088781123675,266.45483872972534,6.05,Rice,11.69
Punjab,114,36,29,26.839785805333896,57.91304054858413,6.89,Wheat,6.7
Chhattisgarh,90,68,131,25.837895677120372,180.34368541409737,6.95,Maize,9.79
Tamil Nadu,83,14,65,31.11126531657783,77.85388773016959,6.99,Maize,7.11
Uttar Pradesh,28,67,56,17.25326160520622,62.703322291414565,7.53,Wheat,4.17
Assam,88,33,94,31.17403918796866,205.1599728638753,5.83,Rice,11.03
Chhattisgarh,63,91,80,34.51442745825179,232.27239248310397,5.51,Maize,11.68
Madhya Pradesh,68,37,106,22.675950980153306,157.59909555280072,6.15,Cotton,8.36
Himachal Pradesh,51,16,11,34.92966030946845,233.3607060169333,5.82,Rice,11.51
Sikkim,34,78,140,24.10897163743682,171.53360668838832,6.19,Rice,8.24
Chhattisgarh,107,24,21,23.281649418850034,115.65683173628275,6.65,Wheat,7.94
Gujarat,49,24,143,28.736773654798228,55.4823342170006,7.48,Cotton,5.52
Bihar,31,48,28,30.774533471118254,89.88999489697152,7.12,Cotton,6.39
Tripura,120,67,99,32.80315623046556,119.4515117260337,6.27,Rice,9.26
Karnataka,22,73,91,30.804010906452106,166.46020884954336,6.86,Maize,8.51
Jharkhand,32,66,112,28.32888380564163,243.56771781543338,7.79,Wheat,10.78
Assam,36,89,93,26.625705912386593,305.94143685960984,6.8,Rice,12.56
Andhra Pradesh,24,96,122,21.316144781095616,151.2549391999994,7.13,Cotton,7.15
Maharashtra,117,77,48,31.746567519056295,41.09846267080694,5.71,Cotton,6.75
Rajasthan,22,31,71,29.405741636711525,79.8449406323636,6.22,Wheat,5.78
Tripura,69,28,33,23.51444875684712,219.84291332227184,7.77,Wheat,10.33
Gujarat,69,14,31,27.85125162088231,69.06136044527913,6.58,Cotton,6.24
Arunachal Pradesh,61,87,138,30.753540193704985,72.76520273066372,8.0,Sugarcane,6.48
Jharkhand,118,18,89,33.52784144549227,194.28083492205312,8.43,Wheat,11.54
Himachal Pradesh,78,60,33,30.975268465658402,142.72282702873073,7.18,Cotton,8.94
Jharkhand,107,32,58,21.50840512758759,230.0129747808316,5.74,Wheat,11.19
Himachal Pradesh,52,61,79,34.7102181818651,192.2815765182162,6.36,Sugarcane,10.28
